Row ID,Approved,Reason,Mod Status,Source,Source-row,Timestamp,Entry Age (in days),What is the name of the hospital or clinic?,Final Address,Street address for dropoffs?,City,State?,"Write drop-off instructions below or paste a link to your organization's own page containing instructions. For written instructions, please include details such as curbside procedure, mailing address, email address, and/or phone number. Please note all information entered here will be made public.",Wants mail,What do you need?,Will you accept open boxes/bags?,Type of request:,Type of organization?,Lat,Lng,RDI,Action link for LGTM,Action link for Remove,Row
68,x,,FM,,,3/20/2020 22:59:09,83,Multnomah County Headquarters,"501 SE Hawthorne Blvd
Portland, OR 97214","501 SE Hawthorne Blvd
Portland, OR 97214",Portland,OR,Loading dock on 6th St.,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Other respirators (P100's, PAPR's, and PAPR supplies / parts), disinfecting wipes, hand sanitizer",N/A,,Other,45.5126598,-122.6601822,Commercial,https://findthemasks.com/api/exec?cmd=gRuCVVdJ-w7qQYMnJa_YT2A_1G0R6wkpSYMFx6cN_to6KiY4tgTpgHNDBawMqreI6fvZLIW6tIFOC1jIT9D86Xf-bdqOrDCl7xWXifs.,https://findthemasks.com/api/exec?cmd=fsHyoiSTZWRpbMzwW2oBav94zWnTGvqRaJftZbdFbW4nAv_OZ8FXA2alWthixSoLPWb5qU3DLxjAyZ9J4MjCkOO5AtvueDj23EZfW1M.,68
70,x,,FM,,,3/20/2020 23:00:03,83,Southwestern Medical Center,"100 Hospital Dr
Bennington, VT 05201","100 Hospital Dr
Bennington, VT 05201",Bennington,VT,"Contact Ron Keefer, Director of Materials Management at 802-447-5387 or ron.keefer@svhealthcare.org",,"N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, disinfectant wipes",Unknown,,Hospital,42.87397,-73.207393,Commercial,https://findthemasks.com/api/exec?cmd=VK6xpy-MPo4mHkRwqFVXx6IjY09E8Vz3Iz4_MqzKXpyuGltC1VTZIdmT7Z5YIuqjrMnRkGO6PMEy8oSDhkgCXenj0Emgbjf8mEz56j4.,https://findthemasks.com/api/exec?cmd=7lngcFnrsWN5nQY3fAQiHcubId-7k2Eg34SUJxJ8xHzCwbX9-k3kmOm0aIxS0-AGeqTrtsHxNt2SNnpm6JnDC8syrOTw8ZlIghRbDGE.,70
71,x,,FM,,,3/20/2020 23:00:46,83,Brigham and Women's Hospital,"15 Francis St
Boston, MA 02115","15 Francis St
Boston, MA 02115",Boston,MA,"Please contact coviddonations@partners.org to coordinate donation. 15 Francis Street entrance is open from 6am to 8pm.
When this entrance is closed, use the 75 Francis Street entrance. Drop off in main lobby. See https://www.partners.org/COVID-19/Donations.aspx#supplies",,"N95s, Surgical masks, Face shields, Safety goggles",Unknown,,Hospital,42.3350677,-71.1046518,Commercial,https://findthemasks.com/api/exec?cmd=NNVqTblm2hKwo6hGN9fye-IuirYjk60xm0r-ItrdbgxTLQtev1WQVt4oBahGdz42zc7rtUPBCc1ZobI2t7O9P9Em5h9wSJus3u1X-Pg.,https://findthemasks.com/api/exec?cmd=hfalT0GZaQ1XwIoem7oM8fw6k0surr0pj0VU5_FWmOGqnUgaKZ26ClcC_YiPAorrKxgae8qfCIF9qtuZaWVl6yJLjF_3eXmX4W_R2CI.,71
72,x,,FM,,,3/20/2020 23:00:48,83,Chesapeake Regional Medical Center,"736 N Battlefield Blvd
Chesapeake, VA 23320","736 N Battlefield Blvd
Chesapeake, VA 23320",Chesapeake,VA,"Call 757-312-6314 or email Foundation@ChesapeakeRegional.com to arrange delivery. For more information, please visit https://info.chesapeakeregional.com/donation-information",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves",Unknown,,Hospital,36.746263,-76.2457816,Commercial,https://findthemasks.com/api/exec?cmd=wra3YFwzmqVSJsunpH1lA0aeipgF-DZd9UTvjxKjNHxWNl_5Wqgs-L1w42jlVM0-jLe49S3vqGxFFLrrS5C4RjVG6eW5zplXu7r_LsA.,https://findthemasks.com/api/exec?cmd=PV28PiUhyclrn8nAG1uVkvPDameix2BBZ0kFcCy_hsHUpSAS2IWcoUGsn3f1vtIUk6BJPpG5e8wJHCZN5tp8fAxA4YmBL01vHypu5e0.,72
79,x,,FM,,,3/20/2020 23:07:43,83,Kaiser Permanente - Oakland,"3600 Broadway
Oakland, CA 94611","3600 Broadway
Oakland, CA 94611",Oakland,CA,"Email Oakland.HCC@kp.org with ""Supplies"" in the subject line.",,"N95s, Surgical masks, Safety goggles, Gloves, hand sanitizer, nasalpharyngeal swabs",Unknown,,Hospital,37.8234923,-122.2581218,Commercial,https://findthemasks.com/api/exec?cmd=AAYC5cQDilZcDB8PYQv3Z9svLjBNjujQzrbr4nOrmByMC2_8ji3ypPRa8mBjlBfa8rhbAn6VCytdTlzHhwu0WXxBcLaWzSLNg4t3SIU.,https://findthemasks.com/api/exec?cmd=8NuXAZAt0gF_LsrHfNuCRmOnjwqsio1QmI1PJZEniqZGZy0JCGxplWntSb6_eFdRfBl89mk_Nj2nKtfbAQIxI43uuGkHKlpSOXQv1Tc.,79
80,x,,FM,,,3/20/2020 23:08:13,83,Partners Healthcare @ Brigham and Women's Hospital,"75 Francis St
Boston, MA 02115","75 Francis St
Boston, MA 02115",Boston,MA,"Email Kerianne at kwilson36@partners.org. Looking for COVID-19 test kits and instruments. Details at http://phslyris2.partners.org/read/archive?id=148331&mid=10261087&e=MCFISHER1%40PARTNERS%2eORG&x=09380e2e

OR

Respiratory Care Dept. level 3A",,"Kits: QIAamp® Viral RNA Mini Kit QIAamp® MinElute Virus Spin Kit or RNeasy® Mini Kit (QIAGEN) EZ1 DSP Virus Kit (QIAGEN) Roche MagNA Pure Compact RNA Isolation Kit Roche MagNA Pure Compact Nucleic Acid Isolation Kit Roche MagNA Pure 96 DNA and Viral NA Small Volume Kit Instruments: Roche Magna Pure Roche 480Z ABI7500DX Qiagen EZ1 Advanced XL QIAcube/QIAcube Connect, N95s, Surgical masks, Face shields",Unknown,,,42.3362036,-71.1067408,Commercial,https://findthemasks.com/api/exec?cmd=VZDEK0BcuFpIvZtH_KR_s3kwBvxnfOloPE8ySUirpHyowM7kRxtmzE5kgK0JLO5ybbF6IFJNaVtVhEPkbJIGgNCvVEeFrwZdAGzJVkE.,https://findthemasks.com/api/exec?cmd=zDYTNRfiJ0BZPHkstCbSY_98Cdx1YBKGg61JAQ0cEVhKt_1_4ioY4mVOTOtFUJmfenB16NJ_YHUPiJCJaJ0dSuI1wvrGrVmRUbJ8E6k.,80
81,x,,FM,,,3/20/2020 23:08:38,83,Joseph's House,"1730 Lanier Pl NW
Washington, DC 20009","1730 Lanier Pl NW
Washington, DC 20009",Washington,DC,Contact Liz at liz@josephshouse.org or 802-777-2694,,"Surgical masks, Gloves, Gowns, Hand sanitizer, rubbing alcohol",No,,,38.9249341,-77.0410983,Commercial,https://findthemasks.com/api/exec?cmd=qvqdMP25NqvX_OJNBeQ4n4_Hex2iITj_hi6s1v_6bPJi6YJXiC9ZoQhPgx5GaHjm7nSdn919doXF-qcLprqgEtWqboAuwAJqk1bBYTA.,https://findthemasks.com/api/exec?cmd=go3PuKfYzJx19Kw91ceFRy3tVetP26UP2wvLhQq9It73CwuEkC0_5T-6E2P1tPfor15XbCZz09j4hJKd8QX4F6mKIwypl5BKOlkw3e0.,81
88,x,,FM,,,3/20/2020 23:13:29,83,PAMF (Sutter Health) Santa Clara,"3544 Bassett St
Santa Clara, CA 95054","3544 Bassett St
Santa Clara, CA 95054",Santa Clara,CA,Call (844) 987-6099. Staffed donation windows: M-F: 7AM-4PM Sat/Sun: 9AM-1PM. Call to request staff to come pick up donations curbside. Collection bins/lockers also available for off-hours. This is collection point for all Bay Area PAMFs.,,"N95s, Surgical masks, Face shields, Gloves, gowns",Unknown,,Outpatient Clinic,37.3826973,-121.9540086,Commercial,https://findthemasks.com/api/exec?cmd=dIwvybsCIklGVrDynbx89iYWhG1zpTzbZndFoLfb90KetJym4hsCpVo2EqaBU6JxazqHrNgZtPilAXmFj6X0hMF0YeBbfc0KUVHtmmA.,https://findthemasks.com/api/exec?cmd=VWN9pDIPlmucqlZyGECCJfgolHJowX3QFlGsjva9RGsJi1yuazheVt8Rr802jAXHmDDPtpmBSA1kfquVPrzomELiGwV7AIFjcFsI7lc.,88
89,x,,FM,,,3/20/2020 23:26:47,83,Michigan Medicine -- St. Joseph Mercy,"1500 E Medical Center Dr
Ann Arbor, MI 48109","1500 E Medical Center Dr
Ann Arbor, MI 48109",Ann Arbor,MI,Dock 5: Attn: UMH Dock receiving team. Please email umh-dock-receivingteam@medumich.edu that there is inbound product.,,"N95s, Surgical masks, Face shields, Safety goggles, M4 viral media, PAPRs, hand sanitizer, gowns, testing swabs",Unknown,,,42.2849096,-83.7333623,Commercial,https://findthemasks.com/api/exec?cmd=Kw3ZzJLAWgQcTejLmrANJ_uhg-fn1-hn8J1tHPSd5R1GGQublRI1KYDmWGp010Q2-fDKm-Vh_3hoZngR97eAbNmgMBFg4RkpBXeDjMo.,https://findthemasks.com/api/exec?cmd=Mm1UxWjqUEsYx-4U1Vk0vhoKm1eJtJQgno8q6urL2zEkdgPnY0tI5pUbEWh6GTl6llpxKSXtDrahbwljVoKJTm4BY56vlOyWzVlQEQs.,89
90,x,,FM,,,3/20/2020 23:27:35,83,North Kansas City Hospital,"2800 Clay Edwards Dr
North Kansas City, MO 64116","2800 Clay Edwards Dr
North Kansas City, MO 64116",North Kansas City,MO,Contact robert.schlicht@nkch.org,,"N95s, Surgical masks, Face shields",Unknown,,Hospital,39.1495404,-94.551452,Commercial,https://findthemasks.com/api/exec?cmd=M6SNoP_yHvbFrfacbIMGpn10A8jF7pEMTboPWDnA22VxDZ24HY4uIiCeLelt7TOv4vwCKiZC0mgBbk9JLnFcdw3miuX1hsL_3u8hy00.,https://findthemasks.com/api/exec?cmd=9n0nbYlnPCXmRNP9LX8D1NDALRljHSRPkzef8ecmdNpl4HnnljTGk-S_55RPl70PgH_KLdgqDHu3D8_npDGFUhpLbrDbUJmSAiRqggQ.,90
91,x,,FM,,,3/20/2020 23:29:02,83,Providence Montana,"500 W. Broadway
Missoula, MT 59802","500 W. Broadway
Missoula, MT 59802",Missoula,MT,Contact Anita at anita.nash@providence.org or 406-329-4147,,"N95s, Surgical masks, Face shields",No,,,46.8755594,-114.0000297,Commercial,https://findthemasks.com/api/exec?cmd=C4jRk257Ryx0vWwHTYmI5mqX2v7d3liIEgwezKUNuAKwnKL1QiEVK2v8RI3X5emwJgnV54POVHfLg-hLvbbxCsVbJp2CKNQhKhpZqPI.,https://findthemasks.com/api/exec?cmd=EKEO_35-QOMuPqyyysbi1P6HZrfqNcFRJF-OPb21PI6rsQ1siYVu_lKz2sv0zgs2usRYa7OOXZUkC3Aj5vsCP3BHT9GiNSvWR_B7uUM.,91
94,x,,FM,,,3/20/2020 23:38:53,83,St. Luke's Hospital,"232 S Woods Mill Rd
Chesterfield, MO 63017","232 S Woods Mill Rd
Chesterfield, MO 63017",Chesterfield,MO,Curbside,,"Surgical masks, hand sanitizer",Yes,,Hospital,38.6522289,-90.5028713,Commercial,https://findthemasks.com/api/exec?cmd=dYyTid1op-zd9vwOV34A72dsMUk_0PgXKPY9UmDXMbEuo2XJjbVSjOc7XUYgI_se1hvpm7pmf50oejR8v9jDJzO_LScSvMxCiRmlqZ8.,https://findthemasks.com/api/exec?cmd=_54neI-7JopSnpp-hosG94KS_VeO-RWDg6nXfltHCHF2y1D31YkJLMP6Q92-RbfdZZ10Qq6CkEX4A0GIX6UDtISwRUbH0UMjspL7Vms.,94
97,x,,FM,,,3/20/2020 23:54:18,83,Memorial Sloan Kettering Cancer Center,"1275 York Ave
New York, NY 10065","1275 York Ave
New York, NY 10065",New York - Manhattan,NY,Please contact Larisa Storozhenko at storozhl@mskcc.org or 516-330-6123,,"N95s, Surgical masks",Unknown,,,40.7663474,-73.95635,Commercial,https://findthemasks.com/api/exec?cmd=zb2tMKjNSzqSh2lcs_j9L6YaM5uKCuKBjJHnGQvK3ynWLt4wS5q-vvqX1xTHflIG4NbgJfmD_eA78iSHXCYw4ky5_kyF8l1qr1IcbpY.,https://findthemasks.com/api/exec?cmd=p3XuyM6dK9VdMxBjZlbMbzw0HUU4_oRG7_aLPLDIQHw84YE3Aj-cbK9P7Vwhm_3zVR0kyGyAZY3WRBMAHyaLaieN_7m65RU6t5QfnQA.,97
98,x,,FM,,,3/21/2020 0:08:38,82,Eden Medical Center,"20103 Lake Chabot Rd
Castro Valley, CA 94546","20103 Lake Chabot Rd
Castro Valley, CA 94546",Castro Valley,CA,"Drop off at front lobby. Daytime preferred, evening okay but security will have to call in for access.

OR

Please address to Eden Medical Center ICU at address listed.",Y,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Homemade masks, Face Shields - 3D-printed or makerspace (specify type in Other), Coveralls/bunny suits, CAPRs",Yes,,Hospital,37.6982685,-122.0903131,Commercial,https://findthemasks.com/api/exec?cmd=WT8PKR176OOpv1tlyay660N__sYXvl8mZgnTECvbEShmmlBgtnYcwXKn2P0VwfVInodkbbKvn-J8MfvTsaOHBDvjBia0UOVqnuLVxvE.,https://findthemasks.com/api/exec?cmd=EYpMvaDFoo4ZaSyeEdyrMlq_V60z-kBnnwgDjj0Wt6cnCur6JUZE93G6MqsaBo0qXE_MthxkfxTQPcP12H7Cf3iDssd8djVoroflpQY.,98
101,x,,FM,,,3/21/2020 5:14:32,82,Penn Care for Women ,"800 Walnut St 12th Floor
Philadelphia, PA 19107","800 Walnut St 12th Floor
Philadelphia, PA 19107",Philadelphia,PA,Please bring to 12th floor front desk ,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves",Yes,,,39.9478512,-75.1546211,Commercial,https://findthemasks.com/api/exec?cmd=MLgBjTKR5g051V_j1j6CWsUlsR42jyU52G3a72fC_qqA0DU06-91Xi8K3JLMjSKlBSZcB5F3yubHB9X6a6y-0QneH4c__VCnG357aU6m,https://findthemasks.com/api/exec?cmd=EnguMHzkqw0FcTVQ71P99E1g_NCYWfLUav8KoKc8B9g2A10N0hNUi-4HzkHo2BakrLvn9e2GR3EA90a0SFhT8RHvpAXjVgUW6WBL9bqt,101
102,x,,FM,,,3/21/2020 6:08:41,82,Kaiser Permanente - Anaheim Kraemer,"3440 E La Palma Ave
Anaheim, CA 92806","3440 E La Palma Ave
Anaheim, CA 92806",Anaheim ,CA,Email jayliz2015@gmail.com to coordinate. Only brand new in package only.,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, MAXAIR CAPR",No,,Hospital,33.8531351,-117.8440556,Commercial,https://findthemasks.com/api/exec?cmd=sSZFKiK5qlNQG7YPcmnnY_Pt53Wq4S41wjFfvmIrjCJGXSURx6EIQO-uvMXrF-mPEndiAtf7MOBNnmOJ0vGJyzj6BgDpTsjOCJhVsYMq,https://findthemasks.com/api/exec?cmd=tzhRRO-ZtottVXESNwK6MPxJhRDbKgUuNzbVLpr6SNbjXH2AuOGnf5c6eAp9B3srekPNFQYejqbarQ2AGFxmDl0BeOau8JSPMuMztoOs,102
103,x,,FM,,,3/21/2020 6:50:08,82,Providence St Peter Hospital,"413 Lilly Rd NE
Olympia, WA 98506","413 Lilly Rd NE
Olympia, WA 98506",Olympia,WA,Drop off at main entrance,,"N95s, Surgical masks",No,,Hospital,47.0529957,-122.8479904,Commercial,https://findthemasks.com/api/exec?cmd=GUXurfA7c6JJuPNMJgZ-jljfVF28GcNzWIZbkAklaeLS5mGfFSkscFwRo9bSdeDLoxpncO004JwffeSCD3XgtqjQdegqjOIFztZsX7Zu,https://findthemasks.com/api/exec?cmd=jfNOJTiBfCTeuQQjTwYpUILGOK35pWYGJlcclwEUBAuxPaXo5S6Vz2G3JxscCV9Y1OQWYM_5LFRshjrZBd9QAU8cXTJL4KmsnApKAljc,103
104,x,,FM,,,3/21/2020 6:51:18,82,Providence Centralia Hospital,"914 S Scheuber Rd
Centralia, WA 98531","914 S Scheuber Rd
Centralia, WA 98531",Centralia,WA,Drop off at emergency department,,"N95s, Surgical masks",No,,Hospital,46.7123113,-122.9855393,Commercial,https://findthemasks.com/api/exec?cmd=FNEyGAy932dITouZDbKAKIR0w_gJdBTK6kknNVViHALgiWXcfssxr-3E_yV6Y9YgoKxDPc9eHfd6e4TqvKzprVek-lDG2rhhZL3z3nr7,https://findthemasks.com/api/exec?cmd=e64E-__Qds_E4J5jU15nT0StL6BgoyK9Qxni58DwU5h1OGUTwJBE8zj7Yi2K-Wr5dvt-7S0UAyyG63Sw6fkrDrtFVlZLqXl0SQyK-3us,104
105,x,,FM,,,3/21/2020 7:17:58,82,"Destiny Home Health and Hospice Care, Inc","12364 Perris Blvd
Moreno Valley, CA 92557","12364 Perris Blvd
Moreno Valley, CA 92557",Moreno Valley,CA,"May drop off to front desk, or mail to: PO Box 1000 Moreno Valley, CA 92556",Y,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, sani cloths, barrier towels",No,,Home Care,33.9412373,-117.2248262,Commercial,https://findthemasks.com/api/exec?cmd=Ylv9vPTMaNRqed2dvj10glFfKbrs3DzaSrSaxrkhp3ozARq4zv6k9TkPJsiOJJUicG_-pwH0qHMqvE07NP4ncnncYdKwHNTqaDH-Z9vn,https://findthemasks.com/api/exec?cmd=gAL8qPkxqfJRtXZJAmhxaJgHK8RB7wRi6fiYmBpGH6xD1ysHnunyPSaid36hSe_S3UHtSX5AmOyDf2Xob-EeG_KXOCdjXFwzqnKZjbAA,105
106,x,,FM,,,3/21/2020 7:59:03,82,NewYork-Presbyterian Queens,"56-45 Main St
Flushing, NY 11355","56-45 Main St
Flushing, NY 11355",New York - Queens,NY,TBD,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gown",Yes,,Hospital,40.7471198,-73.8253655,Commercial,https://findthemasks.com/api/exec?cmd=IeP03wjZmN6sH1V_kEvY76W9aA74DAdtF0i8gn31n1i_mlsFpfloDpyfrlePk_hGZCQ7PIB6k3MGpdzX7eYWSfTltKgH19IOXQqGoPgn,https://findthemasks.com/api/exec?cmd=YhpVAPmksGdimiDurtjWWulnfx4j35FryjnaoMM_SHBwp2FgygU6qN3posdLbjn0Y4z-wwX0GeGzCfir_OhP2TMk6ZPXZVH4-bZL_NG6,106
108,x,,FM,,,3/21/2020 9:08:16,82,Cabell Huntington Hospital,"1340 Hal Greer Blvd
Huntington, WV 25701","1340 Hal Greer Blvd
Huntington, WV 25701",Huntington,WV,"Keshia Bowen , Edwards Comprehensive Cancer Center,1400 Hal Greer Blvd, Huntington, WV 25701.  304-399-6521",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles",Yes,,Hospital,38.409587,-82.427083,Commercial,https://findthemasks.com/api/exec?cmd=IWin3hUIqFLDAj9UwYbErgCymjAAY50mNMBDxR7whAGKbP6mYY-tKhfZwPoWaHwVglpRdTLLoUIHcNwMgPN1hU0M3kWQUWLqYA4Dsvvm,https://findthemasks.com/api/exec?cmd=a33m3KGiXD-1QWTA2pflHQftxr1JZgd6DyX-Yv07IE5THMEApsfCbG_mJbBkf9WGro9qU7dKWzDSHFHO98cWCEB9PbqHPe_Pv24SNfky,108
109,x,,FM,,,3/21/2020 9:14:41,82,New York Community Hospital,"2525 Kings Hwy
Brooklyn NY 11229","2525 Kings Hwy
Brooklyn NY 11229",New York - Brooklyn,NY,Please look for Donna Fitzmartin Director,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves",Yes,,Hospital,40.6137918,-73.9483509,Commercial,https://findthemasks.com/api/exec?cmd=baDoxjX4d9JDZy5Ly3PQbn2wr_mTqVr_Fjen_FIcaJi2db5AySBsRLRSfkiyfZB6WPsAAW61IMBCggA74ySlL3hSxy2RjuzEdQkeAqH5,https://findthemasks.com/api/exec?cmd=_FQ0kwbz_pE-1_4yKtY1jgJOHiJyE7vNbiaFABQ7fjXTlvYCyadPU262TicsjgwG7vjHPNe0-ay6XR4HPqTrDb0CWvmZooERrS6gIsgI,109
110,x,,FM,,,3/21/2020 9:38:27,82,Banner Fort Collins Medical Center,"4700 Lady Moon Dr
Fort Collins, CO 80528","4700 Lady Moon Dr
Fort Collins, CO 80528",Fort Collins,CO,ER entrance,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves",Yes,,Hospital,40.52139,-105.0085323,Commercial,https://findthemasks.com/api/exec?cmd=lUxaYPMe-WPPuurxO4UichUV8f5FJ9VRSAX3Ol6JqLoyrQJ3XphfyF1yWHJ8Ql9RXz5e-PepwIlpFiho5z1oy9rbLi3h93kLa4rwtkRQ,https://findthemasks.com/api/exec?cmd=LawnucM0Ae33w6eRdOyLsJ70yeqECSUoLlpdPpC8gth7a6PhS7nesuLNdXFdH63WNNWtgGzbViKhMaYxRgsSgERs5dKVnjadHQf0V7rh,110
112,x,,FM,,,3/21/2020 10:50:25,82,San Gabriel Valley Medical Center ,"438 W Las Tunas Dr
San Gabriel, CA 91776","438 W Las Tunas Dr
San Gabriel, CA 91776",San Gabriel ,CA,"Attn: Martha Leon and Dr Tsang Lau 
Phone number (626) 570-6575

OR

Call the ER: 626-570-6514",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer,  Disinfecting wipes, Thermometers",Yes,,Hospital,34.1023234,-118.1055415,Commercial,https://findthemasks.com/api/exec?cmd=ZFZ7meab7USAG5xf7ouNejmmU-2RoXnMi7_qH9cbI9oMFOaaO8qCNFTObHjZQFZ6E0EHSdZf_p7OJG60j2e3RZxY4-k_W0MkNJ5GxHao,https://findthemasks.com/api/exec?cmd=BxHjy0lxivCWv_ehEd8aIYy1zSa_bo3Y5SfCYAbxJok1xMKHnfbzpb-bLOAdnIhwwXNsjhUnM8-cw_x8PFmJF78BDCxvqGBoDTHFUAGC,112
113,x,,FM,,,3/21/2020 10:58:57,82,Providence Regional Medical Center Everett,"1321 Colby Ave
Everett, WA 98201","1321 Colby Ave
Everett, WA 98201",Everett,WA,Contact DeAnne Okazaki at (425)261-4059 or e-mail deanne.okazaki@providence.org to coordinate,Y,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Isolation gowns, bleach wipes",No,,Hospital,47.999898,-122.2074813,Commercial,https://findthemasks.com/api/exec?cmd=uroPTGvmtife24989kN33NIbBq5m7MaA4uGmqZwZihf1mm0uUnlIeY_6W242Ot-OA17ibbEzOs96lBhs9pGtoGnV1Ta5GI7Ug1Xk4tZB,https://findthemasks.com/api/exec?cmd=-4rt7UpNhdDyV9od1GjT_C17_B8CYZrsmU8G7Qe39yo7Yw8FUvpDYnWwj27E5CglgzbbxHRIUANXwcMfdAzf37aTA8SzlHmZGPrYrhr2,113
114,x,,FM,,,3/21/2020 11:28:33,82,Saint Francis Memorial Hospital,"900 Hyde St
San Francisco, CA 94109","900 Hyde St
San Francisco, CA 94109",San Francisco,CA,Email Avinesh.Maharaj@dignityhealth.org,,"N95s, Surgical masks, Face shields, Disposable booties, Hand sanitizer, Disinfectant wipes",No,,Hospital,37.7893799,-122.4167294,Commercial,https://findthemasks.com/api/exec?cmd=skqoE9S13LqAoDVpTHx67o3Rw-4V7X9gJJtPlc1B8BjS7u4Z2TT5euEL_h29CS7ClcBbDVqCFIeYVFikqzhe_xcLPiCA84bUf7zoC6L8,https://findthemasks.com/api/exec?cmd=wW7dCLOt6Fxu-8gFjFayEEjdXNVIzMDUbW1tFyfN23T63GNsYLPvjg1afS4H5SP7WJ61vWPi3zlG-x7SYfvIsbtRPii_9MT6J01G8PkQ,114
115,x,,FM,,,3/21/2020 11:39:19,82,Memorial Hospital at Gulfport ,"4500 13t St
Gulfport, MS 39501","4500 13t St
Gulfport, MS 39501",Gulfport,MS,"ER entrance or mail 

OR

ATTN: Aimee Robertson

OR

228-867-4000",Y,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Face Shields - 3D-printed or makerspace (specify type in Other), Safety goggles, Gown, Disinfecting wipes, Thermometers",Yes,,Hospital,30.3672775,-89.1152165,,https://findthemasks.com/api/exec?cmd=vntvkfvQv1rd-TFkK2n7YswGPA_44SCdr-moyIpJIKQhkirwzRlmxYWXJUYkFMiI63n9mHKymyi0pVgXxzu4PKI80B7zwW11IYWrFMvm,https://findthemasks.com/api/exec?cmd=2T5PBi9kr_mpvPtsoRElGvb6jS-K5u_fNzIK9dQFt4kiAYmptWQT4t0_jGOMS5Wkg3wmyUvFGikUJ1DZVKp2I7AQp4MlRY0_5ftvS4j_,115
116,x,,FM,,,3/21/2020 11:41:44,82,Keck Medical Center of USC,"1500 San Pablo St
Los Angeles, CA 90033","1500 San Pablo St
Los Angeles, CA 90033",Los Angeles,CA,"Drop-off at concierge desk, 1st Floor. Mailed also acceptable. | Drop off at main entrance please | Attention : Tiffany Vo, 4th Floor Main Operating Room",Y,"N95s, Surgical masks, Face shields, Gowns, Gloves, Disinfecting wipes, Hand sanitizer, thermometers",No,,Hospital,34.0619943,-118.2012607,Commercial,https://findthemasks.com/api/exec?cmd=LuZ-UCXzN4QDxn8-AtKOtpGfnGcmnOzZ6kyRjMA1Krjmh9N_QjnGnswhey0Y22Sg7bZd0wiH6888EwnfZGcTwzLvR3f5TuzIvH3fj5gD,https://findthemasks.com/api/exec?cmd=y6tdAb_GjxEExspmZ2w1B4mNlrbgEyOGUxywzciKTG13JF9YsCKX2w7GPnFEPXHYlokdRluoqGtRSJo7crKLGDHSu3TSEB7s3K4LPhUF,116
117,x,,FM,,,3/21/2020 11:52:48,82,New York Presbyterian - Cornell,"413 E 69th St
New York, NY 10065","413 E 69th St
New York, NY 10065",New York - Manhattan,NY,"Label ""Attn: Mike Murphy | Emergency Supplies for PO | Room 803."" Drop off at Belfer Research Building loading dock M-F 9AM-5PM. Ask for Mike Wallace or check security/front desk if garage closed.",,"N95s, Surgical masks, Face shields, Gloves, Gowns",No,,Hospital,40.7656072,-73.9561557,Commercial,https://findthemasks.com/api/exec?cmd=gvRMlsj0UyIJ_8CrXW8Xe82Ml3GRHohY3Yv1XGvCMXj3xW87cdIyQFkwC0RnUEDedy1tUyRxsUnDTnabALl_gmAQXlO2eNtTc5Hsxzc5,https://findthemasks.com/api/exec?cmd=iKhgGHAfw6fJdl-LWuGyAVcjhjc1BtyBdreTsdKoAEaO4daXc8Ny_l9IZQheA8H7SpE_iIz6b9fszwpxFgccflsI-LcqUT5t8785eya6,117
118,x,,FM,,,3/21/2020 11:55:42,82,Spectrum Health,"2925 Walkent Ct NW #B
Grand Rapids, MI 49544","2925 Walkent Ct NW #B
Grand Rapids, MI 49544",Grand Rapids,MI,TBD,,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Disinfecting wipes",Unknown,,,43.019259,-85.720399,Commercial,https://findthemasks.com/api/exec?cmd=YK3Gv6GZzvljCPv0b2Zk_pgI0ksMgFonmvMkm7Nhrvc_gHt7aUqqLV7ZV0Zi6nNA6pQ37dHVmgmivDIycB7QCkMs5mfzmdG8_oFhylbg,https://findthemasks.com/api/exec?cmd=VerowHmeBjSluQGB0xYtipKrzXXsmihJBnc750Ze2Hk3GnKDZalbSNnEV9ZFsylS6su7EButRcCAWyfINp388_rkNBBNkcpRe2USMF9U,118
